,id,Type,Region,tags.generator:method,tags.generator:source,tags.power,power_output_MW,tags.generator:type,tags.location,tags.frequency,other_tags,geometry,Country
5035,491724195,area,PH,combustion,gas,generator,414.0,combined_cycle,NULL,NULL,"{ ""tags.building"": ""industrial"", ""tags.operator"": ""First Gas"", ""tags.name"": ""San Gabriel"", ""refs"": [ 4838063024, 4838063025, 4838063026, 4838063027, 4838063024 ] }","POLYGON ((121.035005 13.77446, 121.03517870000005 13.7739146, 121.03484740000005 13.7738151, 121.03467370000004 13.7743605, 121.035005 13.77446))",PH
5056,574202280,area,PH,combustion,coal,generator,55.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""tags.building:levels"": ""8"", ""tags.voltage"": ""69000"", ""refs"": [ 5512438540, 5512438539, 5512438538, 5512438537, 5512438536, 5512438535, 5512438540 ] }","POLYGON ((124.76797560000031 8.7662016, 124.76797340000032 8.7659934, 124.76753670000032 8.7659978, 124.76753780000033 8.7660938, 124.76757280000032 8.7660935, 124.76757400000032 8.7662057, 124.76797560000031 8.7662016))",PH
5057,574202285,area,PH,combustion,coal,generator,55.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""tags.building:levels"": ""8"", ""tags.voltage"": ""69000"", ""refs"": [ 5512438575, 5512438574, 5512438573, 5512438572, 5512438571, 5512438570, 5512438575 ] }","POLYGON ((124.76796220000033 8.7666098, 124.76796000000033 8.7664016, 124.76752330000033 8.7664061, 124.76752430000033 8.7665021, 124.76755940000034 8.7665017, 124.76756060000034 8.766614, 124.76796220000033 8.7666098))",PH
5058,574202288,area,PH,combustion,coal,generator,55.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""tags.building:levels"": ""8"", ""tags.voltage"": ""69000"", ""refs"": [ 5512438589, 5512438588, 5512438587, 5512438586, 5512438585, 5512438584, 5512438589 ] }","POLYGON ((124.76790270000032 8.7656456, 124.76790050000032 8.7654374, 124.76746390000032 8.7654419, 124.76746490000032 8.7655378, 124.76750000000033 8.7655375, 124.76750120000032 8.7656498, 124.76790270000032 8.7656456))",PH
5059,574203978,area,PH,combustion,coal,generator,140.0,steam_turbine,NULL,NULL,"{ ""tags.operator"": ""South Luzon Thermal Power Inc."", ""tags.voltage"": ""230000"", ""refs"": [ 5512465768, 5512465767, 5512465766, 5512465765, 5512465768 ] }","POLYGON ((120.82651410000032 13.920092499999988, 120.82680840000032 13.920038199999988, 120.82675040000032 13.919742, 120.82645600000032 13.91979629999999, 120.82651410000032 13.920092499999988))",PH
5060,574203979,area,PH,combustion,coal,generator,140.0,steam_turbine,NULL,NULL,"{ ""tags.operator"": ""South Luzon Thermal Power Inc."", ""tags.voltage"": ""230000"", ""refs"": [ 5512465772, 5512465771, 5512465770, 5512465769, 5512465772 ] }","POLYGON ((120.82627260000034 13.920127799999989, 120.82620880000033 13.919818099999988, 120.82591760000032 13.919874699999989, 120.82598140000033 13.920184299999988, 120.82627260000034 13.920127799999989))",PH
5062,598675197,area,PH,combustion,coal,generator,150.0,steam_turbine,NULL,60.0,"{ ""tags.building"": ""industrial"", ""tags.operator"": ""Southern Luzon Power Generation Corporation"", ""tags.name"": ""San Rafael 2"", ""refs"": [ 5698011691, 5698011690, 5698011689, 5698011688, 5698011691 ] }","POLYGON ((120.78559520000039 13.933306199999986, 120.78591040000039 13.933302599999987, 120.78590610000039 13.932949899999986, 120.78559090000039 13.932953499999986, 120.78559520000039 13.933306199999986))",PH
5063,598675198,area,PH,combustion,coal,generator,150.0,steam_turbine,NULL,60.0,"{ ""tags.building"": ""industrial"", ""tags.operator"": ""Southern Luzon Power Generation Corporation"", ""tags.name"": ""San Rafael 1"", ""refs"": [ 5698011695, 5698011694, 5698011693, 5698011692, 5698011695 ] }","POLYGON ((120.78513440000037 13.932945199999986, 120.78513440000037 13.933314899999987, 120.78547230000038 13.933314899999987, 120.78546700000038 13.932953, 120.78513440000037 13.932945199999986))",PH
6299,923040198,area,PH,combustion,diesel,generator,12.0,reciprocating_engine,NULL,NULL,"{ ""tags.operator"": ""NCP-SPUG"", ""tags.ref"": ""Boac DPP"", ""tags.description"": ""https:\/\/www.napocor.gov.ph\/index.php?option=com_content&view=article&id=327&catid=45&Itemid=331"", ""tags.plant:output:electricity:dependable"": ""8 MW"", ""tags.plant:output:electricity:prime"": ""12.5 MW"", ""refs"": [ 8568571847, 8568571848, 8568571849, 8568571851, 8568571850, 8568571847 ] }","POLYGON ((121.84833539999974 13.45602479999998, 121.84862549999974 13.455902199999981, 121.84857369999975 13.45578619999998, 121.84839949999974 13.45585979999998, 121.84828359999975 13.45590879999998, 121.84833539999974 13.45602479999998))",PH
7535,972710222,area,PH,combustion,coal,generator,340.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""tags.operator"": ""Masinloc Power Partners Co. Ltd"", ""tags.addr:city"": ""Masinloc"", ""tags.addr:postcode"": ""2211"", ""tags.operator:type"": ""private"", ""tags.addr:province"": ""Zambales"", ""tags.operator:short"": ""MPPCL"", ""refs"": [ 9002664759, 4297423318, 4297423306, 9002664758, 9002664759 ] }","POLYGON ((119.92288509999983 15.563763900000026, 119.92354260000009 15.56355039999994, 119.923463 15.56332279999994, 119.92280549999982 15.563536200000026, 119.92288509999983 15.563763900000026))",PH
7536,972710225,area,PH,combustion,coal,generator,647.0,steam_turbine,NULL,NULL,"{ ""refs"": [ 9002664778, 9002664774, 9002664773, 9002664777, 9002664778 ] }","POLYGON ((120.10002579999987 16.12610330000003, 120.10082779999986 16.126592900000027, 120.10183629999986 16.124985, 120.10105039999986 16.124541800000028, 120.10002579999987 16.12610330000003))",PH
7537,972710226,area,PH,combustion,coal,generator,647.0,steam_turbine,NULL,NULL,"{ ""refs"": [ 9002664778, 9002664777, 9002664776, 9002664775, 9002664778 ] }","POLYGON ((120.10002579999987 16.12610330000003, 120.10105039999986 16.124541800000028, 120.10034769999986 16.124134700000027, 120.09932309999986 16.125662700000028, 120.10002579999987 16.12610330000003))",PH
7538,972710227,area,PH,combustion,coal,generator,300.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""yes"", ""tags.operator"": ""Sem-Calaca Power"", ""refs"": [ 9002664779, 2134538916, 4192019572, 9002664780, 9002664779 ] }","POLYGON ((120.78981249999987 13.932910500000029, 120.78980829999985 13.932283600000078, 120.7895787000002 13.932284999999876, 120.78958289999987 13.932912, 120.78981249999987 13.932910500000029))",PH
7541,972982997,area,PH,combustion,gas,generator,600.0,combined_cycle,NULL,60.0,"{ ""tags.building"": ""industrial"", ""tags.operator"": ""Korea Electric Power Company Philippines"", ""tags.addr:province"": ""Batangas"", ""refs"": [ 9005467913, 3224654471, 3224654466, 3224654352, 3224654345, 3224654342, 3224654339, 3224654335, 3224654321, 9005467914, 9005467913 ] }","POLYGON ((121.07949430000012 13.622029700000049, 121.08025629999993 13.622455, 121.08040019999994 13.622211600000046, 121.07989479999996 13.621929600000046, 121.07999159999997 13.621765900000044, 121.07993349999997 13.621733400000045, 121.07997549999996 13.621662300000045, 121.07993119999996 13.621637600000044, 121.080004 13.621514400000043, 121.07985660000013 13.621432100000048, 121.07949430000012 13.622029700000049))",PH
7543,972983004,area,PH,combustion,oil,generator,200.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""tags.operator"": ""Belgrove Power Corporation"", ""refs"": [ 9005470045, 4348648006, 4348648029, 4348648033, 4348648292, 9005470046, 9005470045 ] }","POLYGON ((121.33358650000017 14.395340900000054, 121.33422019999992 14.395248699999813, 121.3342737999999 14.395565699999812, 121.3341933999999 14.395586399999813, 121.33428449999991 14.396157999999815, 121.33372080000017 14.396220500000053, 121.33358650000017 14.395340900000054))",PH
7798,1080795579,area,PH,photovoltaic,solar,generator,4.0,solar_photovoltaic_panel,NULL,NULL,"{ ""tags.operator"": ""ACEN Renewables"", ""tags.name"": ""ACEN Tech Hub"", ""tags.operator:type"": ""private"", ""refs"": [ 9906265165, 9906265164, 9906265163, 9906265162, 9906265146, 9906265161, 9906265160, 9906265159, 9906265158, 9906265157, 9906265156, 9906265155, 9906265154, 9906265153, 9906265152, 9906265151, 9906265147, 9906265150, 9906265149, 9906265148, 9906265165 ] }","POLYGON ((120.59852240000045 14.495636099999931, 120.59875850000044 14.495436099999932, 120.59879600000045 14.494799899999931, 120.59887920000045 14.494628499999932, 120.59895290000047 14.494286899999931, 120.59910450000045 14.49358459999993, 120.59948530000045 14.492782199999931, 120.59833730000045 14.49224979999993, 120.59833200000045 14.49213809999993, 120.59753000000046 14.49225239999993, 120.59740660000045 14.49218489999993, 120.59728320000045 14.491714799999931, 120.59690240000045 14.491377199999931, 120.59431140000045 14.492094, 120.59486930000045 14.494711599999931, 120.59660460000046 14.494688199999931, 120.59715990000046 14.494776499999931, 120.59772850000046 14.494934899999931, 120.59804770000046 14.495140099999931, 120.59812010000046 14.495451699999931, 120.59852240000045 14.495636099999931))",PH
21191,1217251577,area,PH,photovoltaic,solar,generator,20.0,solar_photovoltaic_panel,NULL,NULL,"{ ""tags.operator"": ""Dagupan Electric Corporation"", ""refs"": [ 11278825276, 11278825275, 11278825274, 11278825273, 11278825272, 11278825271, 11278825270, 11278825269, 11278743968, 11278743967, 11278743966, 11278743965, 11278743964, 11278743963, 11278743962, 11278825276 ] }","POLYGON ((120.45414450000007 16.00419970000003, 120.45417260000006 16.00150020000003, 120.45444220000006 16.00131720000003, 120.45496790000006 16.001190800000032, 120.45554460000005 16.00116760000003, 120.45555 16.00155690000003, 120.45641360000006 16.00158270000003, 120.45693130000006 16.001242400000027, 120.45741679999989 16.001247600000024, 120.45783789999989 16.001407400000023, 120.45784059999988 16.00359890000002, 120.45668179999988 16.00400630000002, 120.45648339999988 16.006221, 120.45539169999988 16.006179800000023, 120.45541579999988 16.004228, 120.45414450000007 16.00419970000003))",PH
21192,1217251578,area,PH,photovoltaic,solar,generator,20.0,solar_photovoltaic_panel,NULL,NULL,"{ ""tags.operator"": ""Dagupan Electric Corporation"", ""refs"": [ 11278825286, 11278825285, 11278825284, 11278825283, 11278825282, 11278825281, 11278825280, 11278825279, 11278825278, 11278825277, 11278825286 ] }","POLYGON ((120.45339610000006 16.003740700000026, 120.45299650000007 16.003000800000027, 120.452975 15.999989300000026, 120.45419010000006 16.000051200000026, 120.45419280000006 16.000466300000028, 120.45395670000006 16.000621, 120.45388970000006 16.00077830000003, 120.45408550000006 16.001113500000027, 120.45403180000007 16.003650500000028, 120.45389370000007 16.00373690000003, 120.45339610000006 16.003740700000026))",PH
21384,1218314988,area,PH,photovoltaic,solar,generator,20.0,solar_photovoltaic_panel,NULL,NULL,"{ ""tags.operator"": ""PAVI Green Renewable Energy, Inc."", ""tags.name"": ""PAVI Green Solar Farm"", ""tags.operator:type"": ""private"", ""refs"": [ 11289070920, 11289070921, 11289070922, 11289070923, 11289070924, 11289070925, 11289070926, 11289070927, 11289070928, 11289070920 ] }","POLYGON ((120.57114490000005 14.588706400000024, 120.57040650000005 14.588231500000024, 120.57030730000005 14.587643100000024, 120.57007130000005 14.586833300000023, 120.56906270000005 14.586231100000024, 120.57139090000004 14.581174500000024, 120.57370830000004 14.582192, 120.57282270000003 14.584352900000024, 120.57253950000003 14.585601900000023, 120.57114490000005 14.588706400000024))",PH
22697,1137432767,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6935573 18.5292964),PH
22698,1137432774,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6997383 18.5288057),PH
22699,1137432776,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.7151106 18.5283122),PH
22700,1137432779,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.708895 18.5283586),PH
22701,1137432781,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.7304192 18.52908),PH
22702,1137432783,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.7027977 18.5286991),PH
22703,1137432789,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.72427730000001 18.528638),PH
22704,1137432791,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6874144 18.5298884),PH
22705,1137432793,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.69666210000001 18.52907839999999),PH
22706,1137432796,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.71811090000001 18.5283702),PH
22707,1137432797,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.72740050000002 18.5288125),PH
22708,1137432803,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.71195670000002 18.52842839999999),PH
22709,1137432805,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.72120950000001 18.528451699999987),PH
22710,1137432806,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.70585620000001 18.528477499999987),PH
22711,1137432807,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.69050210000002 18.529547599999987),PH
22712,1174610990,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.73707429999982 18.53015389999997),PH
22713,1174611003,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.74061459999982 18.530916599999973),PH
22714,1174611017,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.74434309999981 18.531908399999974),PH
22717,1238156835,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.73375879999996 18.5295235),PH
22723,1511482706,node,PH,combustion,coal,generator,103.0,steam_turbine,NULL,NULL,NULL,POINT (123.7613645 10.217641199999981),PH
22727,1798112555,node,PH,combustion,coal,generator,345.0,steam_turbine,NULL,NULL,NULL,POINT (120.53690240000019 14.4257575),PH
22731,2192186162,node,PH,combustion,coal,generator,83.0,steam_turbine,NULL,NULL,NULL,POINT (122.59550220000011 10.723697100000066),PH
22756,2853530895,node,PH,NULL,geothermal,generator,8.0,NULL,NULL,NULL,NULL,POINT (123.10127030000007 10.484717400000056),PH
22760,3116615818,node,PH,combustion,coal,generator,135.0,steam_turbine,NULL,NULL,NULL,POINT (123.12061670000058 11.187246400000024),PH
22761,3136299655,node,PH,wind_turbine,wind,generator,1.0,horizontal_axis,NULL,NULL,NULL,POINT (120.74807520000006 18.53312329999998),PH
22768,4076814701,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34893069999988 14.472664199999954),PH
22769,4160223840,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.37167860000035 14.464429099999887),PH
22770,4160223844,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.37059630000036 14.466208199999887),PH
22771,4160223889,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.36560210000037 14.478145799999883),PH
22776,4208297198,node,PH,combustion,coal,generator,170.0,steam_turbine,NULL,NULL,NULL,POINT (123.60248649999998 10.350190999999677),PH
22778,4355172397,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34967020000092 14.470969399999785),PH
22779,4355172398,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34989800000092 14.469119199999785),PH
22780,4355172442,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35119500000093 14.483041999999779),PH
22781,4355172443,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35236990000092 14.481392099999779),PH
22782,4355172444,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35371560000092 14.480491799999779),PH
22783,4355172445,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35556430000092 14.47974469999978),PH
22784,4355172447,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34973920000093 14.49039669999978),PH
22785,4355172448,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35075060000092 14.48796569999978),PH
22786,4355172449,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35126360000092 14.486633599999779),PH
22787,4355172482,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34860430000094 14.500662699999777),PH
22788,4355172483,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34991270000094 14.499357399999777),PH
22789,4355172917,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.3661123000009 14.476188899999778),PH
22790,4355172918,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.3670203000009 14.47453559999978),PH
22791,4355172919,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.3667558000009 14.472689299999779),PH
22792,4355172920,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.3695731000009 14.469189299999778),PH
22793,4355172921,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.3703970000009 14.467771999999778),PH
22794,4355172922,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.36789410000091 14.471288699999779),PH
22795,4355582516,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34998339999996 14.46719839999986),PH
22796,4355582522,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34817989999995 14.474492099999859),PH
22797,4355582524,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34715789999994 14.476919799999859),PH
22798,4355582535,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.34770789999992 14.47906089999986),PH
22799,4355894582,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.3727369 14.462847),PH
22800,4355928844,node,PH,wind_turbine,wind,generator,2.0,horizontal_axis,NULL,NULL,NULL,POINT (121.35142770000003 14.498148099999952),PH
22805,4944888968,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64564450000022 18.532666599999956),PH
22806,4944888988,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6437627000002 18.53097049999996),PH
22807,4944888989,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64049040000019 18.52824709999996),PH
22808,4949135031,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64667240000009 18.526954399999987),PH
22809,4949135032,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64339470000009 18.533925099999987),PH
22810,4949135057,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63745900000012 18.533968399999985),PH
22811,4949135058,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63862840000012 18.536247),PH
22812,4949135059,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63592470000012 18.536033399999987),PH
22813,4949135060,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63912190000012 18.538565599999988),PH
22814,4949135061,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63586040000013 18.538677499999988),PH
22815,4949135062,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64180660000012 18.538699099999988),PH
22816,4949135063,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64125940000012 18.53647139999999),PH
22817,4949135064,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63744640000013 18.524432399999988),PH
22818,4949135088,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64011520000014 18.52399109999999),PH
22819,4949135089,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63998650000013 18.521498699999988),PH
22820,4949135090,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64269020000013 18.523960599999988),PH
22821,4949135091,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64399910000013 18.526046099999988),PH
22822,4949135092,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64647740000014 18.524866),PH
22823,4949135093,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64492180000013 18.522923),PH
22824,5005151222,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.63721060000026 18.527616),PH
22825,5005151233,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64024150000024 18.53393319999998),PH
22826,5005151500,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.67248170000028 18.5231348),PH
22827,5005151501,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.67263720000028 18.52539319999999),PH
22828,5005151502,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.67518000000028 18.52514909999999),PH
22829,5005151503,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.66803450000029 18.52276349999999),PH
22830,5005151504,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.66844760000029 18.525098199999988),PH
22831,5005151505,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.66574930000029 18.52466079999999),PH
22832,5005151506,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.66748200000029 18.527351499999988),PH
22833,5005151507,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6652826000003 18.528017799999986),PH
22834,5005151508,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6640541000003 18.525840799999987),PH
22835,5005151509,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6636250000003 18.529579299999988),PH
22836,5005151510,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6617045000003 18.53128829999999),PH
22837,5005151511,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.65994500000029 18.5322445),PH
22838,5005151512,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6618601000003 18.52777879999999),PH
22839,5005151513,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6604707000003 18.525744199999988),PH
22840,5005151514,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6582123000003 18.527158199999988),PH
22841,5005151515,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6525207000003 18.529431799999987),PH
22842,5005151516,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.65632940000029 18.528979099999987),PH
22843,5005151517,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.65807280000028 18.533485599999988),PH
22844,5005151518,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.65373300000029 18.532168299999988),PH
22845,5005151519,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.65776700000029 18.535830299999986),PH
22846,5005151520,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6556964000003 18.534223099999988),PH
22847,5005151621,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6535399000003 18.53451809999999),PH
22848,5005151622,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6518662000003 18.53661359999999),PH
22849,5005151623,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6497794000003 18.535169099999987),PH
22850,5005151624,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.6470382000003 18.535316599999987),PH
22851,5005151625,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64875480000029 18.537539199999987),PH
22852,5005151626,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.64583120000029 18.537066199999988),PH
22869,5254802589,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.80991539999998 18.628378),PH
22870,5254803868,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.81678179999994 18.611719),PH
22871,5254803869,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.81640359999994 18.6091185),PH
22872,5254804054,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8147272 18.6161444),PH
22873,5254804055,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8212799 18.6183838),PH
22874,5254804056,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.82212209999999 18.6219068),PH
22875,5254804057,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.82042159999999 18.6242503),PH
22876,5254804058,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8151269 18.6203817),PH
22877,5254804059,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.813421 18.6222524),PH
22878,5254804060,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.812493 18.6251094),PH
22879,5254804061,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8084857 18.6175958),PH
22880,5254804062,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8076596 18.6231573),PH
22881,5254804092,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8096337 18.612723),PH
22882,5254804093,node,PH,wind_turbine,wind,generator,3.0,horizontal_axis,NULL,NULL,NULL,POINT (120.8081183 18.6149243),PH
